Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
F,0.49,0.4,medium,0.6635,0.21,0.1295,0.2515,13
I,0.47,0.355,medium,0.4485,0.156,0.102,0.12300000000000001,7
F,0.465,0.35,tiny,0.4085,0.165,0.102,0.131,8
I,0.29,0.225,tiny,0.152,0.071,0.059000000000000004,0.045,9
I,0.46,0.35,tiny,0.4155,0.18,0.098,0.1175,7
M,0.475,0.395,small,,0.2465,0.1645,0.2,13
I,0.58,0.425,medium,0.83,0.379,0.1605,0.2575,11
M,0.62,0.49,large,,0.5455,0.2965,0.355,13
M,0.43,0.33,tiny,0.34,0.1315,0.085,0.11199999999999999,14
M,0.645,0.5,large,1.229,0.524,0.278,0.395,17
I,0.525,0.415,small,0.596,0.2805,0.12,0.1695,9
I,0.3,0.22,tiny,,0.0475,0.042,0.035,5
F,0.635,0.485,large,1.3765,0.634,0.2885,0.406,11
M,0.68,0.54,medium,1.534,0.6709999999999999,0.379,0.384,10
F,0.56,0.46,large,0.97,0.342,0.196,0.355,12
I,0.56,0.445,medium,0.8735,0.3005,0.209,0.275,16
F,0.67,0.52,large,,0.758,0.3735,0.5055,11
M,0.58,0.465,medium,1.0345,0.315,0.26,0.3635,12
M,0.44,0.325,tiny,0.39,0.163,0.087,0.113,7
I,0.265,0.195,tiny,0.084,0.0365,0.0175,0.025,7
M,0.455,0.35,tiny,0.401,0.1575,0.083,0.135,9
I,0.46,0.35,small,0.4885,0.193,0.105,0.155,11
I,0.42,0.325,small,0.3915,0.1575,0.1025,0.115,9
F,0.435,0.35,tiny,0.4195,0.19399999999999998,0.1005,0.13,7
M,0.565,0.44,large,,0.31,0.193,0.325,14
M,0.645,0.515,large,1.4605,0.5835,0.3155,0.41,19
F,0.64,0.5,medium,1.0705,0.371,0.2705,0.36,8
M,0.575,0.45,medium,0.9765,0.495,0.2145,0.235,9
M,0.63,0.51,large,1.5390000000000001,0.5635,0.2815,0.57,17
M,0.575,0.455,medium,1.013,0.4685,0.2085,0.295,11
F,0.455,0.355,small,0.4495,0.177,0.10400000000000001,0.15,9
F,0.72,0.55,large,1.9965,0.9035,0.469,0.5215,10
I,0.44,0.355,medium,0.435,0.159,0.105,0.14,16
F,0.46,0.35,tiny,,0.19,0.1025,0.13,8
I,0.555,0.435,small,,0.3945,0.15,0.20600000000000002,8
M,0.31,0.22,tiny,0.146,0.061,0.0365,0.045,6
I,0.42,0.325,tiny,0.368,0.1675,0.0625,0.1135,11
F,0.525,0.38,small,0.6065,0.19399999999999998,0.1475,0.21,14
I,0.13,0.095,tiny,0.0105,0.005,0.0065,0.0035,4
M,0.605,0.475,large,,0.39399999999999996,0.21899999999999997,0.295,15
M,0.67,0.505,medium,1.2585,0.6255,0.311,0.308,12
F,0.69,0.54,large,1.2525,0.73,0.3975,0.462,12
M,0.545,0.41,small,0.625,0.223,0.16,0.235,13
I,0.45,0.33,tiny,,0.1945,0.1,0.098,6
F,0.565,0.455,large,1.013,0.342,0.207,0.35,19
I,0.55,0.425,medium,0.8725,0.41200000000000003,0.187,0.2425,10
I,0.32,0.255,tiny,0.1745,0.07200000000000001,0.033,0.057,8
F,0.58,0.46,small,0.9935,0.4625,0.2385,0.28,11
M,0.565,0.44,tiny,0.9185,0.40399999999999997,0.1785,0.29,11
M,0.595,0.455,medium,0.8859999999999999,0.4315,0.201,0.223,10
F,0.59,0.455,medium,,0.465,0.2055,0.2765,10
I,0.285,0.215,tiny,0.0935,0.031,0.023,0.03,6
I,0.245,0.19,tiny,0.086,0.042,0.013999999999999999,0.025,4
I,0.49,0.4,small,0.624,0.3035,0.1285,0.16899999999999998,8
M,0.635,0.5,large,1.2915,0.594,0.2695,0.37,9
M,0.64,0.49,small,1.194,0.4445,0.23800000000000002,0.375,15
F,0.665,0.53,large,1.3955,0.456,0.3205,0.49,15
M,0.56,0.415,medium,0.852,0.43,0.1885,0.205,8
M,0.595,0.47,medium,1.1079999999999999,0.4915,0.2325,0.3345,9
M,0.605,0.47,medium,1.2315,0.6025,0.262,0.2925,11
M,0.63,0.49,large,1.1745,0.5255,0.273,0.33899999999999997,11
F,0.655,0.54,large,1.5585,0.7285,0.402,0.385,11
F,0.5,0.4,small,0.6675,0.261,0.1315,0.22,10
M,0.635,0.48,large,1.064,0.413,0.228,0.36,16
I,0.495,0.38,small,,0.2185,0.11599999999999999,0.16,7
F,0.505,0.39,medium,0.644,0.2475,0.2025,0.1635,9
M,0.55,0.44,small,0.879,0.368,0.2095,0.265,10
F,0.625,0.495,medium,,0.507,0.318,0.39,10
I,0.46,0.365,tiny,0.511,0.2365,0.11800000000000001,0.12300000000000001,7
M,0.635,0.495,large,1.3695,0.657,0.3055,0.365,10
I,0.29,0.21,tiny,0.1195,0.055999999999999994,0.0235,0.03,6
F,0.585,0.465,medium,0.9855,0.4325,0.2145,0.2845,10
F,0.47,0.355,large,0.441,0.1525,0.1165,0.135,8
F,0.645,0.5,medium,1.2205,0.6145,0.23600000000000002,0.3185,10
I,0.4,0.3,tiny,0.318,0.1335,0.0725,0.0935,6
I,0.38,0.275,tiny,0.256,0.11,0.0535,0.0755,6
I,0.545,0.425,small,0.8145,0.305,0.231,0.244,10
I,0.275,0.205,tiny,,0.045,0.0285,0.035,6
M,0.61,0.49,medium,,0.425,0.2025,0.36,23
M,0.61,0.48,small,,0.4375,0.2615,0.27,8
M,0.625,0.49,large,1.3325,0.5705,0.271,0.405,10
F,0.53,0.4,medium,0.772,0.2855,0.1975,0.23,12
F,0.415,0.325,tiny,0.3455,0.1405,0.0765,0.11,9
M,0.62,0.495,large,1.2555,0.5765,0.254,0.355,12
M,0.605,0.475,large,1.1255,0.59,0.247,0.26,10
F,0.475,0.38,small,,0.1735,0.07,0.185,7
M,0.6,0.475,medium,,0.5195,0.223,0.292,11
M,0.63,0.51,large,1.4985,0.4125,0.3075,0.545,16
F,0.485,0.365,small,0.6195,0.2595,0.1445,0.177,14
F,0.39,0.29,small,0.3055,0.121,0.08199999999999999,0.09,7
M,0.62,0.5,medium,1.307,0.6355,0.2545,0.315,9
F,0.665,0.5,large,1.4355,0.643,0.345,0.37,9
M,0.445,0.345,tiny,0.3795,0.14300000000000002,0.07400000000000001,0.125,10
I,0.39,0.315,tiny,0.3095,0.147,0.05,0.09,7
M,0.62,0.5,large,1.3915,0.726,0.2795,0.332,11
M,0.325,0.24,tiny,0.155,0.0475,0.0355,0.06,9
M,0.685,0.51,medium,1.545,0.6859999999999999,0.3775,0.4055,10
F,0.57,0.44,large,1.018,0.447,0.207,0.265,9
I,0.255,0.185,tiny,0.08800000000000001,0.0365,0.021,0.023,5
M,0.365,0.285,tiny,0.2205,0.0855,0.0515,0.07,9
I,0.595,0.47,small,0.9365,0.434,0.184,0.287,10
M,0.595,0.475,large,1.0965,0.419,0.22899999999999998,0.35,17
F,0.595,0.48,medium,1.11,0.498,0.228,0.33,10
F,0.47,0.36,small,0.4775,0.2105,0.1055,0.15,10
M,0.605,0.47,large,1.1405,0.3755,0.2805,0.385,15
M,0.57,0.455,medium,0.96,0.387,0.2385,0.275,11
M,0.575,0.44,medium,0.9615,0.483,0.166,0.275,13
F,0.38,0.3,tiny,0.3215,0.1545,0.075,0.095,9
I,0.55,0.445,tiny,,0.37799999999999995,0.142,0.26,10
I,0.395,0.295,tiny,,0.14300000000000002,0.0665,0.0765,5
I,0.36,0.265,tiny,0.1785,0.0785,0.035,0.054000000000000006,6
F,0.505,0.38,small,0.693,0.391,0.1195,0.1515,8
F,0.655,0.505,medium,1.367,0.5835,0.3515,0.396,10
I,0.5,0.375,small,0.5589999999999999,0.2375,0.135,0.16899999999999998,9
I,0.68,0.53,large,,0.439,0.245,0.34,10
F,0.52,0.395,large,0.64,0.158,0.11,0.245,22
M,0.61,0.475,medium,0.983,0.4565,0.228,0.266,10
M,0.44,0.35,tiny,0.4585,0.2,0.0885,0.13,9
F,0.67,0.525,large,1.42,0.573,0.368,0.3905,10
M,0.66,0.52,large,1.558,0.755,0.298,0.4,10
I,0.39,0.3,tiny,0.252,0.1065,0.053,0.08,7
I,0.3,0.22,tiny,0.1235,0.059000000000000004,0.026000000000000002,0.0315,5
I,0.43,0.34,tiny,0.428,0.2065,0.086,0.115,8
I,0.55,0.425,medium,0.89,0.4325,0.171,0.23600000000000002,10
I,0.16,0.12,tiny,,0.0075,0.0045,0.005,4
I,0.42,0.325,tiny,,0.1295,0.0635,0.1,8
F,0.625,0.5,large,1.273,0.564,0.302,0.374,9
I,0.5,0.38,tiny,,0.28,0.106,0.15,9
I,0.425,0.38,tiny,,0.1285,0.0785,0.1,10
M,0.655,0.49,large,1.3585,0.6395,0.294,0.365,10
M,0.555,0.455,medium,1.0575,0.3925,0.228,0.293,13
M,0.47,0.37,small,0.5225,0.201,0.133,0.165,7
M,0.575,0.47,medium,1.1415,0.4515,0.204,0.4,13
M,0.645,0.5,large,1.286,0.5645,0.28800000000000003,0.386,12
I,0.485,0.37,tiny,0.513,0.21899999999999997,0.1075,0.13,7
M,0.63,0.48,medium,,0.5185,0.248,0.3235,8
M,0.565,0.47,large,1.1420000000000001,0.387,0.258,0.35,17
M,0.53,0.41,small,0.7545,0.3495,0.1715,0.2105,8
M,0.595,0.465,small,0.799,0.3245,0.2,0.23,10
F,0.675,0.545,large,1.7345,0.6845,0.3695,0.605,20
M,0.595,0.46,small,0.852,0.4215,0.2255,0.22699999999999998,9
I,0.475,0.365,tiny,0.49,0.223,0.1235,0.1335,9
I,0.44,0.34,tiny,0.344,0.12300000000000001,0.081,0.125,8
F,0.69,0.55,large,,0.687,0.3675,0.46,12
F,0.475,0.38,medium,0.57,0.16699999999999998,0.11800000000000001,0.187,11
F,0.46,0.35,tiny,0.46,0.2025,0.1115,0.1165,6
I,0.405,0.305,tiny,0.3625,0.1565,0.0705,0.125,10
M,0.63,0.51,large,1.1885,0.4915,0.3065,0.348,7
M,0.68,0.54,large,1.7825,0.5565,0.3235,0.4285,11
F,0.41,0.315,tiny,0.321,0.1255,0.0655,0.095,10
F,0.38,0.32,tiny,0.6475,0.32299999999999995,0.1325,0.16399999999999998,7
M,0.775,0.57,large,2.032,0.735,0.4755,0.6585,17
F,0.6,0.465,medium,1.133,0.466,0.2885,0.298,11
M,0.48,0.37,tiny,0.5135,0.243,0.1015,0.135,8
I,0.505,0.38,small,0.594,0.2595,0.1435,0.18,7
I,0.3,0.22,tiny,0.1255,0.055,0.0265,0.039,6
F,0.59,0.46,medium,1.0115,0.445,0.2615,0.2565,8
I,0.42,0.305,tiny,0.28,0.094,0.0785,0.0955,9
I,0.39,0.295,tiny,0.27899999999999997,0.1155,0.059000000000000004,0.08,7
M,0.55,0.43,large,0.8265,0.4405,0.159,0.225,10
I,0.515,0.4,small,0.5625,0.25,0.1245,0.17,7
I,0.43,0.33,tiny,0.32,0.11800000000000001,0.065,0.12300000000000001,7
F,0.565,0.44,medium,0.915,0.354,0.1935,0.32,12
I,0.48,0.355,tiny,0.4495,0.201,0.08900000000000001,0.14,8
M,0.21,0.15,tiny,0.0385,0.0155,0.0085,0.01,3
F,0.575,0.48,medium,,0.375,0.193,0.29,12
M,0.525,0.425,small,0.812,0.4035,0.1705,0.195,8
F,0.525,0.43,small,0.813,0.3315,0.166,0.1775,12
F,0.64,0.5,large,1.12,0.4955,0.2645,0.32,12
I,0.41,0.31,tiny,,0.1635,0.061,0.091,6
I,0.555,0.455,large,0.8435,0.309,0.1905,0.3,15
F,0.5,0.4,small,0.5765,0.2395,0.126,0.185,10
F,0.64,0.52,large,1.248,0.4245,0.2595,0.48,12
F,0.59,0.455,large,0.966,0.391,0.2455,0.31,10
M,0.575,0.435,small,0.992,0.43200000000000005,0.2225,0.239,10
I,0.565,0.465,medium,1.1815,0.581,0.2215,0.3095,9
F,0.61,0.49,large,1.1775,0.5655,0.2385,0.295,15
I,0.42,0.32,tiny,0.309,0.115,0.0645,0.0945,6
F,0.645,0.51,medium,1.129,0.5015,0.24,0.342,10
M,0.575,0.435,small,1.0105,0.368,0.222,0.32,10
M,0.68,0.545,large,,0.7075,0.364,0.48,11
I,0.435,0.335,tiny,0.41100000000000003,0.2025,0.0945,0.1,7
M,0.58,0.455,medium,,0.4985,0.2115,0.2835,10
F,0.61,0.495,large,1.153,0.536,0.2905,0.245,8
M,0.575,0.475,medium,1.114,0.4955,0.2745,0.29,9
I,0.365,0.295,tiny,0.25,0.1075,0.0545,0.08,9
I,0.665,0.5,large,1.2975,0.6035,0.29100000000000004,0.3595,9
M,0.175,0.135,tiny,0.0305,0.011000000000000001,0.0075,0.01,5
F,0.6,0.48,medium,1.0290000000000001,0.4085,0.2705,0.295,16
F,0.66,0.475,large,1.3695,0.6409999999999999,0.294,0.335,6
M,0.35,0.275,tiny,0.2925,0.1225,0.0635,0.0905,8
F,0.565,0.45,large,0.9285,0.302,0.1805,0.265,12
M,0.54,0.455,small,,0.419,0.255,0.26899999999999996,10
M,0.55,0.415,large,1.042,0.3295,0.2325,0.2905,15
F,0.53,0.43,large,0.775,0.35,0.152,0.235,17
I,0.535,0.41,medium,,0.2745,0.1415,0.1815,12
F,0.495,0.375,medium,,0.2615,0.135,0.17800000000000002,11
M,0.47,0.375,small,0.5805,0.266,0.0935,0.16899999999999998,8
M,0.41,0.3,tiny,0.301,0.124,0.069,0.09,9
F,0.425,0.33,tiny,0.406,0.1635,0.081,0.1355,8
M,0.525,0.395,medium,0.782,0.285,0.1405,0.285,19
M,0.54,0.435,large,0.996,0.3835,0.226,0.325,17
I,0.59,0.45,small,0.86,0.43700000000000006,0.1515,0.245,9
M,0.625,0.495,medium,,0.46,0.1945,0.34,9
M,0.68,0.515,medium,,0.618,0.2625,0.325,11
M,0.7,0.58,large,2.13,0.7415,0.49,0.58,20
F,0.6,0.47,large,1.1345,0.49200000000000005,0.2595,0.3375,10
I,0.375,0.29,small,0.3,0.14,0.0625,0.0825,8
M,0.61,0.47,large,,0.5315,0.2835,0.325,10
M,0.71,0.565,large,2.198,1.012,0.5225,0.5475,11
I,0.32,0.215,tiny,0.305,0.14,0.067,0.0885,6
M,0.495,0.38,small,0.474,0.19699999999999998,0.1065,0.1545,10
F,0.665,0.515,large,1.389,0.5945,0.324,0.395,10
M,0.745,0.565,large,1.931,0.8959999999999999,0.4585,0.5,11
M,0.46,0.36,small,0.6105,0.1955,0.107,0.235,14
I,0.55,0.43,medium,0.7895,0.3745,0.171,0.223,11
I,0.34,0.26,tiny,0.2,0.08,0.0555,0.055,6
M,0.59,0.5,medium,1.1045,0.4565,0.2425,0.34,15
M,0.315,0.25,tiny,,0.0615,0.037000000000000005,0.0795,11
M,0.68,0.52,medium,1.4775,0.7240000000000001,0.27899999999999997,0.406,11
I,0.45,0.355,tiny,0.4585,0.19399999999999998,0.067,0.14,8
I,0.46,0.335,tiny,0.444,0.225,0.0745,0.11,8
M,0.62,0.465,medium,0.9109999999999999,0.375,0.2145,0.278,10
F,0.58,0.445,medium,0.858,0.4,0.156,0.253,8
M,0.64,0.51,large,1.3715,0.5670000000000001,0.307,0.409,10
I,0.295,0.22,tiny,0.1295,0.052000000000000005,0.027999999999999997,0.035,6
I,0.405,0.285,tiny,0.2645,0.1265,0.0505,0.075,6
I,0.575,0.445,medium,,0.45,0.1935,0.24,9
M,0.335,0.26,tiny,0.22,0.0855,0.04,0.085,6
M,0.77,0.605,large,2.0505,0.8005,0.526,0.355,11
I,0.46,0.345,tiny,0.449,0.196,0.0945,0.1265,7
M,0.5,0.38,small,0.5770000000000001,0.26899999999999996,0.1265,0.1535,9
M,0.49,0.38,tiny,0.5539999999999999,0.2935,0.1005,0.15,8
M,0.62,0.465,large,1.3415,0.5705,0.3175,0.355,11
M,0.57,0.45,medium,0.91,0.326,0.1895,0.355,14
M,0.63,0.5,large,,0.5785,0.3125,0.384,10
F,0.475,0.35,tiny,0.452,0.1715,0.092,0.155,11
I,0.44,0.34,small,,0.2965,0.0945,0.1185,6
I,0.31,0.235,tiny,,0.048,0.031,0.04,6
F,0.595,0.455,medium,1.04,0.452,0.2655,0.28800000000000003,9
I,0.55,0.45,small,0.753,0.3445,0.1325,0.24,8
M,0.625,0.5,large,1.369,0.5875,0.2185,0.37,17
F,0.515,0.43,small,,0.36700000000000005,0.2,0.23,8
F,0.525,0.415,medium,0.7155,0.2355,0.171,0.27,13
I,0.45,0.33,tiny,0.44799999999999995,0.20800000000000002,0.08900000000000001,0.12,9
M,0.535,0.44,medium,0.875,0.27899999999999997,0.18,0.3,10
F,0.72,0.575,large,2.226,0.8955,0.405,0.62,13
F,0.615,0.515,large,1.14,0.4305,0.2245,0.42,16
M,0.65,0.51,large,,0.4955,0.2025,0.385,12
F,0.695,0.55,large,1.679,0.805,0.4015,0.3965,10
F,0.575,0.435,medium,1.0305,0.4605,0.218,0.36,8
F,0.65,0.505,large,1.2075,0.5105,0.262,0.39,10
M,0.57,0.415,small,0.88,0.4275,0.1955,0.23800000000000002,13
M,0.53,0.44,large,0.835,0.32,0.2175,0.245,14
I,0.45,0.34,small,0.4045,0.171,0.07,0.1345,8
F,0.5,0.38,small,0.6355,0.27699999999999997,0.14300000000000002,0.1785,8
F,0.48,0.375,tiny,0.525,0.2185,0.1195,0.155,12
M,0.62,0.485,medium,1.0295,0.425,0.2315,0.335,12
I,0.465,0.345,tiny,0.4415,0.1755,0.0905,0.12,7
F,0.555,0.42,small,0.868,0.33,0.243,0.21,13
M,0.53,0.41,small,0.6809999999999999,0.3095,0.1415,0.1835,6
I,0.575,0.45,medium,0.858,0.449,0.166,0.215,10
F,0.485,0.39,tiny,,0.2215,0.1155,0.185,9
M,0.53,0.425,small,0.7020000000000001,0.2975,0.1395,0.22,9
M,0.74,0.535,large,,0.7340000000000001,0.4505,0.335,13
F,0.655,0.51,medium,1.043,0.4795,0.223,0.305,9
M,0.515,0.435,medium,0.8815,0.292,0.20600000000000002,0.255,10
I,0.365,0.275,small,0.24,0.10800000000000001,0.0445,0.0735,7
F,0.575,0.46,medium,0.9575,0.4815,0.1945,0.23600000000000002,10
I,0.525,0.4,small,0.6055,0.2605,0.10800000000000001,0.21,9
F,0.49,0.4,tiny,0.569,0.256,0.1325,0.145,9
F,0.52,0.41,tiny,,0.2855,0.179,0.235,12
F,0.47,0.355,small,0.433,0.1525,0.095,0.152,12
F,0.435,0.35,tiny,0.384,0.14300000000000002,0.1005,0.125,13
M,0.575,0.4,medium,0.9325,0.3605,0.2445,0.3,17
I,0.52,0.4,medium,0.66,0.267,0.1055,0.22,13
M,0.5,0.39,medium,,0.273,0.132,0.22,11
F,0.645,0.525,large,,0.7035,0.3885,0.395,18
I,0.295,0.22,tiny,,0.0575,0.0295,0.035,6
F,0.415,0.325,tiny,0.38,0.1595,0.0785,0.12,12
F,0.72,0.56,large,1.7265,0.637,0.3415,0.525,17
F,0.73,0.555,large,1.6895,0.6555,0.1965,0.4935,10
M,0.675,0.51,large,1.527,0.809,0.318,0.341,11
I,0.47,0.35,small,0.5670000000000001,0.2315,0.1465,0.1525,11
F,0.38,0.305,tiny,0.2815,0.1255,0.0525,0.09,8
I,0.225,0.16,tiny,0.0465,0.025,0.015,0.015,4
I,0.475,0.38,small,0.441,0.1785,0.0885,0.1505,8
I,0.5,0.385,small,0.56,0.2835,0.10300000000000001,0.135,8
F,0.525,0.41,small,0.7905,0.4065,0.198,0.177,8
M,0.65,0.525,large,1.4995,0.6265,0.4005,0.395,14
M,0.65,0.495,large,1.276,0.6215,0.2305,0.39899999999999997,11
M,0.31,0.245,tiny,0.15,0.0525,0.034,0.048,7
I,0.315,0.23,tiny,0.1145,0.046,0.0235,0.0385,5
I,0.585,0.46,medium,0.8465,0.33899999999999997,0.16699999999999998,0.295,10
M,0.645,0.515,medium,1.1845,0.506,0.311,0.335,9
F,0.675,0.525,large,1.7109999999999999,0.8365,0.35200000000000004,0.475,9
F,0.575,0.47,medium,,0.509,0.23800000000000002,0.34,10
F,0.345,0.25,tiny,,0.078,0.059000000000000004,0.055,6
I,0.615,0.49,medium,0.9885,0.4145,0.195,0.345,13
M,0.555,0.45,medium,,0.4,0.24600000000000002,0.285,11
I,0.42,0.325,tiny,0.354,0.1625,0.064,0.105,8
M,0.355,0.26,tiny,0.1905,0.081,0.0485,0.055,6
M,0.515,0.4,small,0.6335,0.28800000000000003,0.145,0.168,9
F,0.5,0.4,medium,0.7105,0.27,0.1455,0.225,20
I,0.535,0.45,medium,0.8075,0.3655,0.14800000000000002,0.2595,10
I,0.485,0.365,small,0.4475,0.1895,0.0925,0.2305,8
M,0.56,0.425,small,0.8490000000000001,0.3265,0.221,0.2645,10
F,0.73,0.57,medium,2.0165,1.0685,0.418,0.435,10
F,0.53,0.42,large,0.828,0.41,0.20800000000000002,0.1505,6
F,0.53,0.415,medium,,0.2935,0.158,0.245,15
F,0.64,0.525,large,1.382,0.6459999999999999,0.3115,0.37,9
F,0.61,0.46,medium,0.9570000000000001,0.4255,0.1975,0.265,8
F,0.53,0.405,medium,0.889,0.4055,0.2275,0.215,8
F,0.71,0.53,large,1.8745,0.6755,0.4065,0.6855,12
I,0.51,0.395,medium,0.5395,0.2465,0.1085,0.16699999999999998,8
F,0.51,0.38,small,0.584,0.22399999999999998,0.1355,0.185,13
M,0.555,0.46,medium,0.86,0.3345,0.1935,0.275,10
F,0.65,0.5,large,1.4045,0.6940000000000001,0.318,0.3235,11
M,0.58,0.46,medium,,0.491,0.221,0.265,9
I,0.315,0.21,tiny,,0.06,0.0375,0.035,5
F,0.655,0.5,large,1.359,0.642,0.3255,0.405,13
F,0.55,0.425,medium,0.797,0.297,0.15,0.265,9
F,0.505,0.425,small,,0.275,0.1625,0.285,19
M,0.46,0.38,small,0.48200000000000004,0.207,0.1225,0.145,10
F,0.515,0.405,small,0.6459999999999999,0.2895,0.1405,0.177,10
F,0.62,0.51,medium,,0.581,0.2875,0.32,13
I,0.435,0.34,tiny,0.40700000000000003,0.1685,0.073,0.13,10
I,0.33,0.26,tiny,0.1965,0.0915,0.0425,0.055,7
F,0.595,0.465,medium,1.026,0.4645,0.11199999999999999,0.305,12
M,0.49,0.39,small,0.7070000000000001,0.2795,0.2185,0.18,13
I,0.175,0.125,tiny,,0.0095,0.008,0.009000000000000001,4
M,0.655,0.55,large,1.274,0.586,0.281,0.365,10
F,0.505,0.375,tiny,0.5895,0.2635,0.12,0.16699999999999998,10
I,0.45,0.34,tiny,0.3245,0.1385,0.064,0.105,8
I,0.335,0.26,tiny,0.192,0.09699999999999999,0.03,0.054000000000000006,6
M,0.47,0.37,small,0.547,0.222,0.1325,0.17,12
I,0.19,0.13,tiny,,0.0155,0.015,0.01,6
M,0.6,0.465,large,1.2590000000000001,0.6405,0.1985,0.35700000000000004,9
F,0.565,0.46,medium,0.8765,0.3455,0.1925,0.275,10
I,0.435,0.325,small,,0.1815,0.061,0.1125,8
M,0.48,0.365,small,0.5305,0.2405,0.127,0.139,8
I,0.52,0.41,small,0.595,0.2385,0.111,0.19,8
F,0.54,0.385,small,0.7655,0.3265,0.11599999999999999,0.2365,10
F,0.665,0.515,large,,0.5595,0.293,0.4375,11
I,0.46,0.37,small,0.5335,0.2645,0.10800000000000001,0.1345,6
M,0.575,0.46,medium,0.9155,0.4005,0.2465,0.2385,8
F,0.515,0.395,small,0.6859999999999999,0.281,0.1255,0.22,12
I,0.485,0.37,tiny,0.637,0.38,0.1335,0.128,7
M,0.44,0.365,small,0.516,0.2155,0.114,0.155,10
F,0.615,0.455,medium,1.1155,0.5045,0.23800000000000002,0.315,10
I,0.395,0.29,tiny,0.304,0.127,0.084,0.077,6
I,0.605,0.485,medium,1.238,0.6315,0.226,0.33,11
I,0.275,0.175,tiny,0.2315,0.096,0.057,0.0705,5
F,0.72,0.545,large,1.7185,0.7925,0.401,0.46799999999999997,11
F,0.64,0.54,large,1.2209999999999999,0.51,0.259,0.39,15
M,0.6,0.475,large,1.11,0.5105,0.256,0.285,9
M,0.61,0.49,medium,1.146,0.597,0.24600000000000002,0.265,8
I,0.495,0.375,small,0.614,0.2855,0.1365,0.161,8
I,0.385,0.3,small,0.34299999999999997,0.1705,0.0735,0.081,7
F,0.545,0.41,tiny,0.6765,0.29,0.158,0.22,9
I,0.365,0.27,tiny,0.1875,0.081,0.042,0.057999999999999996,6
I,0.37,0.275,tiny,0.2325,0.09300000000000001,0.055999999999999994,0.07200000000000001,6
M,0.47,0.375,small,0.5795,0.2145,0.16399999999999998,0.195,13
I,0.28,0.205,tiny,0.127,0.052000000000000005,0.039,0.042,9
M,0.525,0.365,large,0.9605,0.43799999999999994,0.2225,0.276,10
I,0.585,0.46,small,0.7635,0.326,0.153,0.265,9
F,0.485,0.375,medium,0.5885,0.2385,0.1155,0.19,13
M,0.575,0.465,small,1.0535,0.516,0.2185,0.235,9
M,0.565,0.44,large,1.122,0.39299999999999996,0.2,0.375,20
M,0.645,0.51,large,1.4745,0.605,0.345,0.48,9
M,0.655,0.53,large,1.3880000000000001,0.5670000000000001,0.2735,0.41,13
I,0.505,0.39,large,0.6125,0.267,0.142,0.172,7
M,0.245,0.18,tiny,0.0635,0.0245,0.0135,0.02,4
F,0.675,0.565,large,1.8375,0.7645,0.3615,0.5529999999999999,12
I,0.63,0.49,large,,0.5515,0.212,0.31,11
I,0.49,0.39,small,0.511,0.2205,0.10300000000000001,0.1745,9
I,0.43,0.345,tiny,0.4295,0.212,0.10800000000000001,0.109,8
I,0.455,0.37,small,0.433,0.201,0.1265,0.145,9
F,0.72,0.575,large,,0.9129999999999999,0.389,0.51,13
M,0.735,0.57,large,1.88,0.9095,0.387,0.488,11
I,0.465,0.37,tiny,0.5055,0.23399999999999999,0.11,0.14,7
M,0.57,0.445,medium,1.0145,0.516,0.16399999999999998,0.3,10
F,0.605,0.495,large,1.0915,0.4365,0.2715,0.335,13
F,0.6,0.485,medium,0.7759999999999999,0.3545,0.1585,0.239,9
M,0.525,0.38,small,0.65,0.303,0.155,0.159,7
M,0.58,0.44,medium,1.0465,0.518,0.2185,0.2795,10
M,0.545,0.44,small,0.8565,0.3475,0.1715,0.24,12
M,0.745,0.575,large,1.8840000000000001,0.9540000000000001,0.336,0.495,12
F,0.635,0.505,large,1.2635,0.512,0.322,0.355,9
M,0.355,0.29,tiny,0.3275,0.134,0.086,0.09,9
F,0.555,0.425,small,0.963,0.44,0.22399999999999998,0.24,7
M,0.55,0.44,medium,0.985,0.4645,0.201,0.27,8
I,0.44,0.32,tiny,0.3875,0.1755,0.07400000000000001,0.12,9
I,0.405,0.3,tiny,0.26899999999999996,0.10300000000000001,0.067,0.11,6
M,0.64,0.505,large,1.297,0.59,0.3125,0.363,11
M,0.595,0.48,medium,1.262,0.4835,0.28300000000000003,0.41,17
M,0.67,0.525,large,1.4405,0.6595,0.2675,0.425,9
M,0.65,0.525,large,1.6219999999999999,0.6645,0.3225,0.47700000000000004,10
I,0.465,0.36,tiny,0.452,0.22,0.159,0.1035,9
F,0.58,0.445,small,,0.484,0.182,0.2325,8
F,0.66,0.535,large,1.4415,0.5925,0.2775,0.49,10
I,0.53,0.43,small,,0.34600000000000003,0.1415,0.18899999999999997,9
M,0.645,0.505,medium,1.307,0.4335,0.262,0.52,10
I,0.54,0.405,medium,0.7585,0.307,0.2075,0.19,10
I,0.155,0.105,tiny,0.0175,0.005,0.0035,0.005,4
M,0.58,0.47,medium,0.927,0.3215,0.1985,0.315,11
M,0.615,0.53,large,1.12,0.5775,0.2095,0.28600000000000003,9
I,0.62,0.475,medium,0.907,0.371,0.16699999999999998,0.3075,11
I,0.53,0.43,small,0.6255,0.245,0.1455,0.2135,10
I,0.54,0.43,small,0.8195,0.3935,0.1725,0.2295,9
M,0.425,0.335,tiny,0.4085,0.1755,0.092,0.135,9
F,0.58,0.46,large,,0.65,0.2205,0.3055,9
